date,temperature,humidity,luminosity
2019-12-04 14:46:21.435,22.6,26.7,121
2019-12-04 14:46:23.712,22.6,26.9,122
2019-12-04 14:46:25.989,22.6,27.0,122
2019-12-04 14:46:28.263,22.6,27.1,176
2019-12-04 14:46:30.540,22.6,27.1,217
2019-12-04 14:46:32.817,22.6,27.2,284
2019-12-04 14:46:35.091,22.6,27.2,295
2019-12-04 14:46:37.368,22.6,27.2,297
2019-12-04 14:46:39.641,22.6,27.2,312
2019-12-04 14:46:41.919,22.6,27.2,302
2019-12-04 14:46:44.196,22.6,27.2,212
2019-12-04 14:46:46.470,22.6,27.2,297
2019-12-04 14:46:48.747,22.6,27.7,300
2019-12-04 14:46:51.024,22.6,27.8,305
2019-12-04 14:46:53.298,22.6,27.7,305
2019-12-04 14:46:55.575,22.6,27.6,302
2019-12-04 14:46:57.847,22.6,28.1,300
2019-12-04 14:47:00.126,22.6,28.5,297
2019-12-04 14:47:02.403,22.6,28.6,297
2019-12-04 14:47:04.676,22.6,28.4,297
2019-12-04 14:47:06.953,22.6,28.1,295
2019-12-04 14:47:09.230,22.6,27.9,295
2019-12-04 14:47:11.503,22.6,27.7,302
2019-12-04 14:47:13.781,22.6,27.5,297
2019-12-04 14:47:16.058,22.6,27.4,302
2019-12-04 14:47:18.333,22.6,27.2,302
2019-12-04 14:47:20.609,22.7,27.2,302
2019-12-04 14:47:22.882,22.6,27.1,302
2019-12-04 14:47:25.160,22.6,27.1,302
2019-12-04 14:47:27.437,22.7,27.1,297
2019-12-04 14:47:29.711,22.6,27.0,302
2019-12-04 14:47:31.988,22.7,27.0,300
2019-12-04 14:47:34.265,22.6,26.9,302
2019-12-04 14:47:36.538,22.6,26.8,300
2019-12-04 14:47:38.816,22.6,26.8,305
2019-12-04 14:47:41.093,22.7,26.9,307
2019-12-04 14:47:43.366,22.7,26.9,297
2019-12-04 14:47:45.644,22.7,26.9,297
2019-12-04 14:47:47.921,22.6,26.9,297
2019-12-04 14:47:50.195,22.7,26.9,297
2019-12-04 14:47:52.473,22.7,26.9,295
2019-12-04 14:47:54.750,22.6,26.8,293
2019-12-04 14:47:57.023,22.6,26.8,300
2019-12-04 14:47:59.300,22.6,26.8,300
2019-12-04 14:48:01.574,22.6,26.8,302
2019-12-04 14:48:03.851,22.6,26.8,300
2019-12-04 14:48:06.129,22.6,26.8,300
2019-12-04 14:48:08.402,22.7,26.9,300
2019-12-04 14:48:10.679,22.6,26.8,286
2019-12-04 14:48:12.957,22.6,26.8,300
2019-12-04 14:48:15.230,22.6,26.8,300
2019-12-04 14:48:17.507,22.6,26.8,302
2019-12-04 14:48:19.785,22.6,26.8,300
2019-12-04 14:48:22.057,22.6,26.8,300
2019-12-04 14:48:24.334,22.6,26.8,300
2019-12-04 14:48:26.612,22.6,26.8,302
2019-12-04 14:48:28.885,22.6,26.8,302
2019-12-04 14:48:31.163,22.6,26.8,300
2019-12-04 14:48:33.440,22.6,26.7,300
2019-12-04 14:48:35.713,22.6,26.7,302
2019-12-04 14:48:37.991,22.6,26.7,302
2019-12-04 14:48:40.264,22.6,26.7,291
2019-12-04 14:48:42.542,22.6,26.7,293
2019-12-04 14:48:44.819,22.6,26.7,302
2019-12-04 14:48:47.092,22.6,26.7,302
2019-12-04 14:48:49.368,22.7,26.8,302
2019-12-04 14:48:51.646,22.6,26.8,307
2019-12-04 14:48:53.919,22.6,26.8,302
2019-12-04 14:48:56.196,22.7,26.9,300
2019-12-04 14:48:58.474,22.6,26.8,300
2019-12-04 14:49:00.747,22.7,26.9,312
2019-12-04 14:49:03.025,22.6,26.8,320
2019-12-04 14:49:05.302,22.6,26.8,302
2019-12-04 14:49:07.575,22.6,26.8,310
2019-12-04 14:49:09.853,22.6,26.8,305
2019-12-04 14:49:12.130,22.6,26.8,315
2019-12-04 14:49:14.403,22.7,26.9,317
2019-12-04 14:49:16.681,22.7,26.9,315
2019-12-04 14:49:18.954,22.7,27.0,326
2019-12-04 14:49:21.230,22.6,26.9,328
2019-12-04 14:49:23.508,22.6,26.9,328
2019-12-04 14:49:25.781,22.6,26.9,326
2019-12-04 14:49:28.058,22.6,26.9,326
2019-12-04 14:49:30.337,22.7,27.0,328
2019-12-04 14:49:32.609,22.7,27.0,209
2019-12-04 14:49:34.887,22.6,27.0,320
2019-12-04 14:49:37.164,22.7,27.0,323
2019-12-04 14:49:39.437,22.6,27.0,320
2019-12-04 14:49:41.714,22.6,27.0,323
2019-12-04 14:49:43.988,22.6,27.1,320
2019-12-04 14:49:46.265,22.7,27.2,323
2019-12-04 14:49:48.542,22.7,27.3,323
2019-12-04 14:49:50.817,22.6,27.3,323
2019-12-04 14:49:53.093,22.7,27.3,326
2019-12-04 14:49:55.371,22.6,27.3,323
2019-12-04 14:49:57.644,22.6,27.2,323
2019-12-04 14:49:59.922,22.7,27.3,320
2019-12-04 14:50:02.199,22.6,27.2,323
2019-12-04 14:50:04.472,22.6,27.2,323
2019-12-04 14:50:06.749,22.7,27.2,326
2019-12-04 14:50:09.023,22.7,27.2,326
2019-12-04 14:50:11.300,22.6,27.2,323
2019-12-04 14:50:13.577,22.6,27.2,323
2019-12-04 14:50:15.851,22.7,27.2,323
2019-12-04 14:50:18.128,22.6,27.1,323
2019-12-04 14:50:20.405,22.7,27.3,323
2019-12-04 14:50:22.679,22.6,27.2,323
2019-12-04 14:50:24.956,22.6,27.2,323
2019-12-04 14:50:27.229,22.6,27.2,323
2019-12-04 14:50:29.507,22.6,27.2,323
2019-12-04 14:50:31.783,22.6,27.3,323
2019-12-04 14:50:34.057,22.6,27.3,323
2019-12-04 14:50:36.334,22.6,27.3,323
2019-12-04 14:50:38.612,22.6,27.3,323
2019-12-04 14:50:40.885,22.6,27.3,323
2019-12-04 14:50:43.162,22.6,27.3,323
2019-12-04 14:50:45.435,22.6,27.3,320
2019-12-04 14:50:47.713,22.6,27.3,323
2019-12-04 14:50:49.990,22.6,27.3,317
2019-12-04 14:50:52.264,22.6,27.4,320
2019-12-04 14:50:54.541,22.6,27.4,320
2019-12-04 14:50:56.819,22.6,27.4,320
2019-12-04 14:50:59.092,22.6,27.4,320
2019-12-04 14:51:01.369,22.6,27.4,320
2019-12-04 14:51:03.647,22.6,27.4,320
2019-12-04 14:51:05.920,22.6,27.4,317
2019-12-04 14:51:08.196,22.6,27.4,320
2019-12-04 14:51:10.470,22.6,27.6,317
2019-12-04 14:51:12.747,22.6,27.7,166
2019-12-04 14:51:15.025,22.6,27.7,297
2019-12-04 14:51:17.298,22.6,28.0,288
2019-12-04 14:51:19.575,22.7,28.7,269
2019-12-04 14:51:21.852,22.6,28.8,267
2019-12-04 14:51:24.126,22.6,28.8,265
2019-12-04 14:51:26.403,22.6,28.9,261
2019-12-04 14:51:28.677,22.6,28.9,254
2019-12-04 14:51:30.954,22.6,28.8,226
2019-12-04 14:51:33.227,22.6,28.7,258
2019-12-04 14:51:35.504,22.6,28.6,312
2019-12-04 14:51:37.782,22.6,28.5,235
2019-12-04 14:51:40.055,22.6,28.3,312
2019-12-04 14:51:42.332,22.6,28.2,203
2019-12-04 14:51:44.610,22.6,28.1,205
2019-12-04 14:51:46.883,22.6,28.0,226
2019-12-04 14:51:49.161,22.7,28.1,235
2019-12-04 14:51:51.438,22.7,28.7,297
2019-12-04 14:51:53.711,22.7,29.2,300
2019-12-04 14:51:55.989,22.7,29.2,297
2019-12-04 14:51:58.262,22.7,29.0,297
2019-12-04 14:52:00.539,22.7,28.9,297
2019-12-04 14:52:02.817,22.7,28.7,256
2019-12-04 14:52:05.090,22.7,28.5,310
2019-12-04 14:52:07.368,22.7,28.3,310
2019-12-04 14:52:09.645,22.7,28.1,310
2019-12-04 14:52:11.917,22.7,28.0,310
2019-12-04 14:52:14.195,22.7,27.9,310
2019-12-04 14:52:16.472,22.7,27.8,312
2019-12-04 14:52:18.745,22.7,27.7,315
2019-12-04 14:52:21.023,22.7,27.7,312
2019-12-04 14:52:23.300,22.7,27.6,315
2019-12-04 14:52:25.573,22.7,27.5,312
2019-12-04 14:52:27.851,22.7,27.5,310
2019-12-04 14:52:30.128,22.7,27.5,310
2019-12-04 14:52:32.401,22.7,27.4,310
2019-12-04 14:52:34.679,22.7,27.4,310
2019-12-04 14:52:36.956,22.7,27.4,310
2019-12-04 14:52:39.229,22.7,27.4,307
2019-12-04 14:52:41.507,22.7,27.4,310
2019-12-04 14:52:43.780,22.7,27.4,307
2019-12-04 14:52:46.057,22.7,27.3,310
2019-12-04 14:52:48.335,22.7,27.3,307
2019-12-04 14:52:50.608,22.7,27.3,305
2019-12-04 14:52:52.885,22.7,27.2,243
2019-12-04 14:52:55.163,22.7,27.2,305
2019-12-04 14:52:57.436,22.7,27.1,305
2019-12-04 14:52:59.713,22.7,27.1,307
2019-12-04 14:53:01.991,22.7,27.1,307
2019-12-04 14:53:04.264,22.7,27.1,305
2019-12-04 14:53:06.541,22.7,27.1,305
2019-12-04 14:53:08.818,22.7,27.2,305
2019-12-04 14:53:11.092,22.7,27.2,302
2019-12-04 14:53:13.369,22.7,27.2,305
2019-12-04 14:53:15.647,22.7,27.2,305
2019-12-04 14:53:17.920,22.7,27.2,305
2019-12-04 14:53:20.198,22.7,27.2,305
2019-12-04 14:53:22.471,22.7,27.2,302
2019-12-04 14:53:24.748,22.7,27.1,302
2019-12-04 14:53:27.026,22.7,27.1,302
2019-12-04 14:53:29.299,22.7,27.1,305
2019-12-04 14:53:31.575,22.7,27.1,300
2019-12-04 14:53:33.854,22.7,27.1,300
2019-12-04 14:53:36.126,22.7,27.2,302
2019-12-04 14:53:38.404,22.7,27.2,263
2019-12-04 14:53:40.681,22.7,27.2,265
2019-12-04 14:53:42.955,22.7,27.2,305
2019-12-04 14:53:45.232,22.7,27.3,310
2019-12-04 14:53:47.509,22.7,27.3,307
2019-12-04 14:53:49.783,22.7,27.3,310
2019-12-04 14:53:52.060,22.7,27.3,310
2019-12-04 14:53:54.338,22.7,27.2,310
2019-12-04 14:53:56.611,22.7,27.2,310
2019-12-04 14:53:58.888,22.7,27.3,310
2019-12-04 14:54:01.161,22.7,27.4,310
2019-12-04 14:54:03.438,22.7,27.5,307
2019-12-04 14:54:05.716,22.7,27.6,307
2019-12-04 14:54:07.989,22.7,27.6,293
2019-12-04 14:54:10.266,22.7,27.5,305
2019-12-04 14:54:12.544,22.7,27.6,302
2019-12-04 14:54:14.817,22.7,27.5,300
2019-12-04 14:54:17.094,22.7,27.5,305
2019-12-04 14:54:19.372,22.7,27.4,302
2019-12-04 14:54:21.645,22.7,27.4,302
2019-12-04 14:54:23.923,22.7,27.3,297
2019-12-04 14:54:26.200,22.7,27.3,297
2019-12-04 14:54:28.473,22.7,27.2,302
2019-12-04 14:54:30.751,22.7,27.2,302
2019-12-04 14:54:33.028,22.7,27.2,302
2019-12-04 14:54:35.301,22.7,27.2,300
2019-12-04 14:54:37.579,22.7,27.1,300
2019-12-04 14:54:39.852,22.7,27.1,297
2019-12-04 14:54:42.129,22.7,27.1,305
2019-12-04 14:54:44.406,22.7,27.1,302
2019-12-04 14:54:46.684,22.7,27.1,302
2019-12-04 14:54:48.957,22.7,27.1,302
2019-12-04 14:54:51.235,22.7,27.1,302
2019-12-04 14:54:53.513,22.7,27.1,302
2019-12-04 14:54:55.786,22.7,27.1,300
2019-12-04 14:54:58.063,22.7,27.1,302
2019-12-04 14:55:00.341,22.7,27.1,302
2019-12-04 14:55:02.614,22.7,27.1,300
2019-12-04 14:55:04.892,22.7,27.1,302
2019-12-04 14:55:07.169,22.7,27.1,302
2019-12-04 14:55:09.441,22.7,27.2,300
2019-12-04 14:55:11.719,22.7,27.2,305
2019-12-04 14:55:13.992,22.7,27.2,305
2019-12-04 14:55:16.269,22.7,27.2,307
2019-12-04 14:55:18.547,22.7,27.1,307
2019-12-04 14:55:20.820,22.7,27.1,305
2019-12-04 14:55:23.098,22.7,27.1,302
2019-12-04 14:55:25.375,22.7,27.1,302
2019-12-04 14:55:27.648,22.7,27.1,305
2019-12-04 14:55:29.926,22.7,27.1,302
2019-12-04 14:55:32.203,22.7,27.1,302
2019-12-04 14:55:34.477,22.7,27.1,300
2019-12-04 14:55:36.753,22.7,27.1,302
2019-12-04 14:55:39.032,22.7,27.1,302
2019-12-04 14:55:41.304,22.7,27.1,302
2019-12-04 14:55:43.582,22.7,27.2,302
2019-12-04 14:55:45.858,22.7,27.2,302
2019-12-04 14:55:48.133,22.7,27.2,305
2019-12-04 14:55:50.409,22.7,27.2,302
